timestamp,symbol,direction,entry_price,exit_price,quantity,pnl_pct,duration_sec,volatility_at_entry,trend_confidence,result,strategy,commentary,trade_reason
2025-05-17T05:39:53.742466,DOGE-USD,long,0.232,0.38159360000000003,12315.2709,0.6448,745,0.035,neutral,WIN,SimScalpGPT_v6,ATR: 0.01 | Volatility: 0.035,neutral_trend + volatility target 0.6448
2025-05-17T05:39:53.749524,AVAX-USD,long,22.0244,35.1949912,181.6168,0.598,356,0.025,neutral,WIN,SimScalpGPT_v6,ATR: 0.5 | Volatility: 0.025,neutral_trend + volatility target 0.598
2025-05-17T05:39:53.756028,SUI-USD,long,3.8048,5.954892480000001,876.0863,0.5651,834,0.03,neutral,WIN,SimScalpGPT_v6,ATR: 0.07 | Volatility: 0.03,neutral_trend + volatility target 0.5651
2025-05-17T05:39:53.764440,XLM-USD,long,0.2867,0.41935608999999996,17439.8326,0.4627,396,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 53, 764440))",WIN,SimScalpGPT_v6,ATR: 0.005 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 53, 764440))_trend + volatility target 0.4627"
2025-05-17T05:39:53.772734,HBAR-USD,long,0.2084,0.29103060000000003,21811.2022,0.3965,357,0.022,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 23, 693364))",WIN,SimScalpGPT_v6,ATR: 0.004 | Volatility: 0.022,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 23, 693364))_trend + volatility target 0.3965"
2025-05-17T05:39:53.780733,ADA-USD,long,0.7105,0.92727355,7037.2977,0.3051,657,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 53, 623762))",WIN,SimScalpGPT_v6,ATR: 0.01 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 53, 623762))_trend + volatility target 0.3051"
2025-05-17T05:39:53.787735,DOT-USD,long,4.7893,6.79649563,835.1951,0.4191,465,0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 23, 550459))",WIN,SimScalpGPT_v6,ATR: 0.03 | Volatility: 0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 23, 550459))_trend + volatility target 0.4191"
2025-05-17T05:39:53.793732,LINK-USD,long,14.8564,20.26710088,336.5553,0.3642,523,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 37, 53, 484076))",WIN,SimScalpGPT_v6,ATR: 0.2 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 37, 53, 484076))_trend + volatility target 0.3642"
2025-05-17T05:39:53.801047,SOL-USD,long,173.3468,237.34643856,21.3659,0.3692,840,0.027,neutral,WIN,SimScalpGPT_v6,ATR: 1.5 | Volatility: 0.027,neutral_trend + volatility target 0.3692
2025-05-17T05:40:23.806372,BTC-USD,long,90587.6621,113968.33768801,0.0736,0.2581,632,0.015,neutral,WIN,SimScalpGPT_v6,ATR: 300 | Volatility: 0.015,neutral_trend + volatility target 0.2581
2025-05-17T05:40:23.818375,ETH-USD,long,2506.4486,3165.6445817999997,2.2165,0.263,273,0.018,neutral,WIN,SimScalpGPT_v6,ATR: 25 | Volatility: 0.018,neutral_trend + volatility target 0.263
2025-05-17T05:40:23.825908,DOGE-USD,long,0.2223,0.38733552,12852.6444,0.7424,582,0.035,neutral,WIN,SimScalpGPT_v6,ATR: 0.01 | Volatility: 0.035,neutral_trend + volatility target 0.7424
2025-05-17T05:40:23.831913,AVAX-USD,long,24.5077,37.35708711,163.214,0.5243,380,0.025,neutral,WIN,SimScalpGPT_v6,ATR: 0.5 | Volatility: 0.025,neutral_trend + volatility target 0.5243
2025-05-17T05:40:23.839723,SUI-USD,long,4.0539,6.448538729999999,822.2535,0.5907,714,0.03,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 23, 839723))",WIN,SimScalpGPT_v6,ATR: 0.07 | Volatility: 0.03,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 23, 839723))_trend + volatility target 0.5907"
2025-05-17T05:40:23.846858,XLM-USD,long,0.3149,0.46652435000000003,15878.0565,0.4815,281,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 53, 764440))",WIN,SimScalpGPT_v6,ATR: 0.005 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 53, 764440))_trend + volatility target 0.4815"
2025-05-17T05:40:23.856066,HBAR-USD,long,0.1758,0.24183048000000001,25855.8279,0.3756,818,0.022,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 23, 693364))",WIN,SimScalpGPT_v6,ATR: 0.004 | Volatility: 0.022,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 23, 693364))_trend + volatility target 0.3756"
2025-05-17T05:40:23.864099,ADA-USD,long,0.8236,1.08904628,6070.9082,0.3223,315,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 53, 623762))",WIN,SimScalpGPT_v6,ATR: 0.01 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 53, 623762))_trend + volatility target 0.3223"
2025-05-17T05:40:23.872223,DOT-USD,long,4.6507,6.78630144,860.0856,0.4592,288,0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 23, 550459))",WIN,SimScalpGPT_v6,ATR: 0.03 | Volatility: 0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 23, 550459))_trend + volatility target 0.4592"
2025-05-17T05:40:23.879222,LINK-USD,long,14.7754,20.3678889,338.4003,0.3785,640,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 37, 53, 484076))",WIN,SimScalpGPT_v6,ATR: 0.2 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 37, 53, 484076))_trend + volatility target 0.3785"
2025-05-17T05:40:23.886547,SOL-USD,long,180.1018,250.62966487999998,20.5645,0.3916,490,0.027,neutral,WIN,SimScalpGPT_v6,ATR: 1.5 | Volatility: 0.027,neutral_trend + volatility target 0.3916
2025-05-17T05:40:53.893213,BTC-USD,long,91129.2178,111897.56653662,0.0732,0.2279,748,0.015,neutral,WIN,SimScalpGPT_v6,ATR: 300 | Volatility: 0.015,neutral_trend + volatility target 0.2279
2025-05-17T05:40:53.904228,ETH-USD,long,2724.1003,3654.6529624800005,2.0394,0.3416,472,0.018,neutral,WIN,SimScalpGPT_v6,ATR: 25 | Volatility: 0.018,neutral_trend + volatility target 0.3416
2025-05-17T05:40:53.911229,DOGE-USD,long,0.2191,0.3555993,13040.3599,0.623,712,0.035,neutral,WIN,SimScalpGPT_v6,ATR: 0.01 | Volatility: 0.035,neutral_trend + volatility target 0.623
2025-05-17T05:40:53.923137,AVAX-USD,long,21.222,32.9089554,188.4836,0.5507,802,0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 53, 923137))",WIN,SimScalpGPT_v6,ATR: 0.5 | Volatility: 0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 53, 923137))_trend + volatility target 0.5507"
2025-05-17T05:40:53.930137,SUI-USD,long,4.0543,6.246460009999999,822.1723,0.5407,380,0.03,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 23, 839723))",WIN,SimScalpGPT_v6,ATR: 0.07 | Volatility: 0.03,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 23, 839723))_trend + volatility target 0.5407"
2025-05-17T05:40:53.940136,XLM-USD,long,0.2697,0.39643203,18539.1175,0.4699,850,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 53, 764440))",WIN,SimScalpGPT_v6,ATR: 0.005 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 53, 764440))_trend + volatility target 0.4699"
2025-05-17T05:40:53.951138,HBAR-USD,long,0.1844,0.25504364,24649.9704,0.3831,287,0.022,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 23, 693364))",WIN,SimScalpGPT_v6,ATR: 0.004 | Volatility: 0.022,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 23, 693364))_trend + volatility target 0.3831"
2025-05-17T05:40:53.959136,ADA-USD,long,0.696,0.883572,7183.908,0.2695,266,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 53, 623762))",WIN,SimScalpGPT_v6,ATR: 0.01 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 53, 623762))_trend + volatility target 0.2695"
2025-05-17T05:40:53.965136,DOT-USD,long,4.6998,6.862647959999999,851.1,0.4602,355,0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 23, 550459))",WIN,SimScalpGPT_v6,ATR: 0.03 | Volatility: 0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 23, 550459))_trend + volatility target 0.4602"
2025-05-17T05:40:53.972563,LINK-USD,long,16.3784,22.14687248,305.2801,0.3522,449,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 37, 53, 484076))",WIN,SimScalpGPT_v6,ATR: 0.2 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 37, 53, 484076))_trend + volatility target 0.3522"
2025-05-17T05:40:53.979568,SOL-USD,long,166.1507,227.77599463,22.2912,0.3709,694,0.027,neutral,WIN,SimScalpGPT_v6,ATR: 1.5 | Volatility: 0.027,neutral_trend + volatility target 0.3709
2025-05-17T05:41:23.985314,BTC-USD,long,96765.2925,122630.65518525,0.0689,0.2673,778,0.015,neutral,WIN,SimScalpGPT_v6,ATR: 300 | Volatility: 0.015,neutral_trend + volatility target 0.2673
2025-05-17T05:41:23.998821,ETH-USD,long,2644.6144,3374.79243584,2.1007,0.2761,420,0.018,neutral,WIN,SimScalpGPT_v6,ATR: 25 | Volatility: 0.018,neutral_trend + volatility target 0.2761
2025-05-17T05:41:24.006824,DOGE-USD,long,0.2243,0.39840166,12738.0422,0.7762,694,0.035,"('neutral', datetime.datetime(2025, 5, 17, 5, 41, 24, 5821))",WIN,SimScalpGPT_v6,ATR: 0.01 | Volatility: 0.035,"('neutral', datetime.datetime(2025, 5, 17, 5, 41, 24, 5821))_trend + volatility target 0.7762"
2025-05-17T05:41:24.016349,AVAX-USD,long,21.2012,32.253385560000005,188.6686,0.5213,807,0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 53, 923137))",WIN,SimScalpGPT_v6,ATR: 0.5 | Volatility: 0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 53, 923137))_trend + volatility target 0.5213"
2025-05-17T05:41:24.025858,SUI-USD,long,4.0353,6.1368842400000005,826.0435,0.5208,635,0.03,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 23, 839723))",WIN,SimScalpGPT_v6,ATR: 0.07 | Volatility: 0.03,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 23, 839723))_trend + volatility target 0.5208"
2025-05-17T05:41:24.034856,XLM-USD,long,0.2672,0.3982616,18712.5749,0.4905,489,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 53, 764440))",WIN,SimScalpGPT_v6,ATR: 0.005 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 53, 764440))_trend + volatility target 0.4905"
2025-05-17T05:41:24.043859,HBAR-USD,long,0.1821,0.26328018000000003,24961.31,0.4458,360,0.022,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 23, 693364))",WIN,SimScalpGPT_v6,ATR: 0.004 | Volatility: 0.022,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 23, 693364))_trend + volatility target 0.4458"
2025-05-17T05:41:24.051858,ADA-USD,long,0.7407,0.9689096700000001,6750.3713,0.3081,622,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 53, 623762))",WIN,SimScalpGPT_v6,ATR: 0.01 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 53, 623762))_trend + volatility target 0.3081"
2025-05-17T05:41:24.064854,DOT-USD,long,4.4131,6.571105899999999,906.3923,0.489,270,0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 23, 550459))",WIN,SimScalpGPT_v6,ATR: 0.03 | Volatility: 0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 23, 550459))_trend + volatility target 0.489"
2025-05-17T05:41:24.072854,LINK-USD,long,14.8151,20.108535229999998,337.4935,0.3573,485,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 37, 53, 484076))",WIN,SimScalpGPT_v6,ATR: 0.2 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 37, 53, 484076))_trend + volatility target 0.3573"
2025-05-17T05:41:24.079853,SOL-USD,long,161.2287,224.23687596000002,22.9717,0.3908,455,0.027,neutral,WIN,SimScalpGPT_v6,ATR: 1.5 | Volatility: 0.027,neutral_trend + volatility target 0.3908
2025-05-17T05:41:54.087889,BTC-USD,long,108835.5885,139777.54631055,0.0613,0.2843,357,0.015,neutral,WIN,SimScalpGPT_v6,ATR: 300 | Volatility: 0.015,neutral_trend + volatility target 0.2843
2025-05-17T05:41:54.102044,ETH-USD,long,2285.8509,2996.0647746299996,2.4304,0.3107,794,0.018,"('neutral', datetime.datetime(2025, 5, 17, 5, 41, 54, 102044))",WIN,SimScalpGPT_v6,ATR: 25 | Volatility: 0.018,"('neutral', datetime.datetime(2025, 5, 17, 5, 41, 54, 102044))_trend + volatility target 0.3107"
2025-05-17T05:41:54.110043,DOGE-USD,long,0.2401,0.38550456,11899.8037,0.6056,568,0.035,"('neutral', datetime.datetime(2025, 5, 17, 5, 41, 24, 5821))",WIN,SimScalpGPT_v6,ATR: 0.01 | Volatility: 0.035,"('neutral', datetime.datetime(2025, 5, 17, 5, 41, 24, 5821))_trend + volatility target 0.6056"
2025-05-17T05:41:54.120130,AVAX-USD,long,23.9714,38.35184286,166.8655,0.5999,655,0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 53, 923137))",WIN,SimScalpGPT_v6,ATR: 0.5 | Volatility: 0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 53, 923137))_trend + volatility target 0.5999"
2025-05-17T05:41:54.128131,SUI-USD,long,3.7811,5.941620540000001,881.5777,0.5714,704,0.03,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 23, 839723))",WIN,SimScalpGPT_v6,ATR: 0.07 | Volatility: 0.03,"('neutral', datetime.datetime(2025, 5, 17, 5, 40, 23, 839723))_trend + volatility target 0.5714"
2025-05-17T05:41:54.135413,XLM-USD,long,0.2658,0.39747731999999997,18811.1362,0.4954,578,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 53, 764440))",WIN,SimScalpGPT_v6,ATR: 0.005 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 53, 764440))_trend + volatility target 0.4954"
2025-05-17T05:41:54.142917,HBAR-USD,long,0.2071,0.28542522000000004,21948.1147,0.3782,306,0.022,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 23, 693364))",WIN,SimScalpGPT_v6,ATR: 0.004 | Volatility: 0.022,"('neutral', datetime.datetime(2025, 5, 17, 5, 39, 23, 693364))_trend + volatility target 0.3782"
2025-05-17T05:41:54.150922,ADA-USD,long,0.7899,1.04195709,6329.9152,0.3191,777,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 53, 623762))",WIN,SimScalpGPT_v6,ATR: 0.01 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 53, 623762))_trend + volatility target 0.3191"
2025-05-17T05:41:54.157925,DOT-USD,long,4.3941,6.37935438,910.3116,0.4518,471,0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 23, 550459))",WIN,SimScalpGPT_v6,ATR: 0.03 | Volatility: 0.025,"('neutral', datetime.datetime(2025, 5, 17, 5, 38, 23, 550459))_trend + volatility target 0.4518"
2025-05-17T05:41:54.164921,LINK-USD,long,16.1197,21.558486780000003,310.1795,0.3374,731,0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 37, 53, 484076))",WIN,SimScalpGPT_v6,ATR: 0.2 | Volatility: 0.02,"('neutral', datetime.datetime(2025, 5, 17, 5, 37, 53, 484076))_trend + volatility target 0.3374"
